,COURSE_NAME,COURSE_YEAR,COURSE_SEMESTER,FOLDER_NAME,FOLDER_URL
5428,77101 - מכניקה ויחסות פרטית - תשף - תרג ג,2019,Semester 1,2019-20 -> 77101 Mechanics and Special relativity,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%22e5ffed8a-56af-4328-95ee-aadf0093d3e9%22
5442,77101 - מכניקה ויחסות פרטית - תשעט,2018,Semester 1,2018-19 -> 77101 Mechanics and Special relativity,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%22f5ef094f-cb53-4725-bf23-abe400bde889%22
5510,77101 - מכניקה ויחסות פרטית - תשעח,2017,Semester 1,,
5583,77101 - מכניקה ויחסות פרטית - תשעז,2016,Semester 1,,
5597,71744 - מתמתיקה שימושית לקרקע ומים - תשף ,2019,Semester 1,2019-20 -> 71744 APPLIED MATHEMATICS TO SOIL AND WATER SCIENCES,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%223e563e0a-d583-490d-adb8-aadf008dc49c%22
5609,71215 - פרמנטציה בתעשייה הביו-פרמצבטית - תשף,2019,Semester 1,2019-20 -> 71215 Fermentation in the Biopharmaceutical Industry,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%22fbff66bc-e04c-4ec7-bbac-aadf008b6e91%22
5622,71215 פרמנטציה בתעשייה פרמצבטית תשעט,2018,Semester 1,2018-19 -> 71215 Fermentation in the Biopharmaceutical Industry,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%2256fe8b49-7535-4ae6-a25d-abe400b76757%22
5636,71215  פרמנטציה בתעשייה הביו-פרמצבטית תשעח,2017,Semester 2,,
5639,71015 - פיזיולוגיה של הצמח - תשף - שעור א,2019,Semester 1,2019-20 -> 71015 PLANT PHYSIOLOGY,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%22f46ca169-1776-46e0-8b25-aadf00898507%22
5667,71015 פיזיולוגיה של הצמח תשעט,2018,Semester 1,2018-19 -> 71015 PLANT PHYSIOLOGY,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%228cad862b-9f2a-4e9b-8df3-abe400b5c3a5%22
5700,71015 פיזיולוגיה של הצמח תשעח,2017,Semester 1,,
5731,71015 פיזיולוגיה של הצמח תשעז,2016,Semester 1,,
5754,65307 - פתולוגיה וקליניקה של מחלות א - תשף - שעור א,2019,Semester 1,2019-20 -> 65307 DISEASE: PATHOLOGY & CLINICAL MANIFESTATIONS (A),https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%22ab1e0f6d-462c-435e-98f4-aadf008a00ae%22
5758,65307 פתולוגיה וקליניקה של מחלות א תשעט,2018,Semester 1,2018-19 -> 65307 DISEASE: PATHOLOGY & CLINICAL MANIFESTATIONS (A),https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%220f7de59e-b41d-493f-a535-abe400b02f27%22
5771,71022 - חשבון דיפרנציאלי ואינטגרלי א - תשף - שעור ב,2019,Semester 1,2019-20 -> 71022 CALCULUS FOR LIFE SCIENCE MAJORS A,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%22c94fb5f0-e42a-4d81-bf8f-aadf0089adc5%22
5788,71022 חדווא א תשעט,2018,Semester 1,2018-19 -> 71022 CALCULUS FOR LIFE SCIENCE MAJORS A,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%222f708188-6080-4faf-b5a9-abe400b5d79f%22
5798,71080 - ביוכימיה - תשף - שעור א,2019,Semester 1,2019-20 -> 71080 BIOCHEMISTRY,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%223c9e7949-737a-4601-bebf-aadf008a6ee6%22
5828,71080 ביוכימיה תשעט,2018,Semester 1,"2018-19 -> 71080-1 BIOCHEMISTRY, 1 -  Froy",https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%22565afcd8-91da-4504-b68e-abe400b67597%22
5855,71080 ביוכימיה תשעח,2017,Semester 1,,
5883,71080-1 ביוכימיה תשעז ,2016,Semester 1,,
5906,71080-2 ביוכימיה  תשעז,2016,Semester 2,,
5909,71066 - עקרונות בכימיה אורגנית א - תשף - שעור ב,2019,Semester 1,2019-20 -> 71066 PRINCIPLES IN ORGANIC CHEMISTRY A,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%2299b70f34-ae4e-477d-ab83-aadf008a42b8%22
5939,71066 עקרונות בכימיה אורגנית א תשעט,2018,Semester 1,2018-19 -> 71066 PRINCIPLES IN ORGANIC CHEMISTRY A,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%224b90c72a-e692-423e-b27e-abe400b6532b%22
5965,71066 עקרונות בכימיה אורגנית א תשעח,2017,Semester 1,,
5977,71066 עקרונות בכימיה שיעור א תשעז,2016,Semester 1,,
5992,71018 - יסודות  מדע הקרקע - תשף - שעור א,2019,Semester 1,2019-20 -> 71018 FUNDAMENTALS OF SOIL SCIENCE,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%2283946a0d-51d9-462f-ae75-aadf00899467%22
6015,71018 יסודות מדע הקרקע תשעט,2018,Semester 1,2018-19 -> 71018 FUNDAMENTALS OF SOIL SCIENCE,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%2279dc72de-0dc8-4538-ae51-abe400b5cd70%22
6043,יסודות מדע הקרקע תשעח 71018,2017,Semester 1,,
6059,71018 יסודות מדע הקרקע תשעז,2016,Semester 1,,
6071,71061 - פיזיקה למדעי החקלאות א - תשף - שעור א,2019,Semester 1,2019-20 -> 71061 PHYSICS FOR AGRONOMY MAJORS A,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%224aa620f1-af16-4912-93d7-aadf008a35ac%22
6096,71061 פיזיקה למדעי החקלאות א תשעט,2018,Semester 1,2018-19 -> 71061 PHYSICS FOR AGRONOMY MAJORS A,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%229751f694-d1ec-40bd-9727-abe400b649c7%22
6134,71061 פיזיקה למדעי החקלאות תשעח,2017,Semester 1,,
6148,71007 - חדוא I - תשף - שעור ב,2019,Semester 1,2019-20 -> 71007 CALCULUS I,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%2235e3281c-a656-467c-95c7-aadf00896a8c%22
6174,71007 - חדוא I - תשף - שעור א,2019,Semester 1,2019-20 -> 71007 CALCULUS I,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%2235e3281c-a656-467c-95c7-aadf00896a8c%22
6212,71007 מתמטיקה 1 תשעט,2018,Semester 1,2018-19 -> 71007 MATHEMATICS I,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%22b8ac25e2-499a-4b6c-8a87-abe400b5b07f%22
6240,65313 - מבוא לאפידמיולוגיה - תשף - תרג א,2019,Semester 1,2019-20 -> 65313 INTRODUCTION TO EPIDEMIOLOGY,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%2233939a1c-3740-4cc5-9104-aadf008a0825%22
6241,57307 תורת המחירים תשפ,2019,Semester 1,2019-20 -> 57307 PRICE-THEORY I,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%22f759f26a-993f-465b-85f0-aadf008d2f7c%22
6243,57307 תורת המחירים עח,2017,Semester 1,,
6255,57307 תורת המחירים א סא עז,2016,Semester 1,,
6270,57307 תורת המחירים,2014,Semester Summer,,
6273,72373 - ביולוגיה של התא מורחב - תשף - שעור א,2019,Semester 1,2019-20 -> 72373 CELL BIOLOGY,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%2262d3ae15-ff22-4903-b3f7-aadf008fadc0%22
6298,72373 - ביולוגיה של התא מורחב - תשעט,2018,Semester 1,2018-19 -> 72373 CELL BIOLOGY,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%228b3ab23a-fbe0-48f2-aea2-abe400bab849%22
6326,72373 - ביולוגיה של התא מורחב - תשעח,2017,Semester 1,,
6355,72665 - אימונולוגיה - תשף - שעור א,2019,Semester 1,2019-20 -> 72665 IMMUNOLOGY,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%228a87f77d-b16b-4952-8f86-aadf00901545%22
6383,אימונולוגיה - תשעט - 72665,2018,Semester 1,2018-19 -> 72665 IMMUNOLOGY,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%22d5977ba2-7edb-4fa6-af4f-abe400bb00ab%22
6412,69306 - כימיה אורגנית ב - תשף - שעור א,2019,Semester 1,2019-20 -> 69306 ORGANIC CHEMISTRY B,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%22fd1c2903-d656-4f13-87ac-aadf008fa4ab%22
6432,69306 - כימיה אורגנית ב - תשעט,2018,Semester 1,2018-19 -> 69306 ORGANIC CHEMISTRY B,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%228fd2b6c2-e503-4944-a890-abe400b44f07%22
6460,69306 - כימיה אורגנית ב - תשעח,2017,Semester 1,,
6506,80125 - מתמטיקה למדעים 1 - תשף - שעור ב,2019,Semester 1,2019-20 -> 80125 MATHEMATICS FOR SCIENCE STUDENTS 1,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%221171f385-3a35-46c9-80ab-aadf00ad7b40%22
6533,80125 - מתמטיקה למדעים 1 - תשעט,2018,Semester 1,2018-19 -> 80125 MATHEMATICS FOR SCIENCE STUDENTS 1,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%22b57e6707-a779-4746-bf4a-abe400bf822f%22
6558,6122 - מבוא ללוגיקה למדעי הקוגניציה - תשף - שעור א,2019,Semester 1,2019-20 -> 6122 INTRODUCTION TO LOGIC FOR COGNITIVE SCIENCES,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%2236a7e046-6072-4c4c-9ac6-aadf00817f02%22
6588,6122 - מבוא ללוגיקה למדעי הקוגניציה - תשעט,2018,Semester 1,2018-19 -> 6122 INTRODUCTION TO LOGIC FOR COGNITIVE SCIENCES,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%224e3ea8e3-9b1a-4bf4-b944-abe400a527b9%22
6622,6122 - מבוא ללוגיקה למדעי הקוגניציה - תשעח,2017,Semester 1,,
6623,6122 - מבוא ללוגיקה למדעי הקוגניציה - תשעז,2016,Semester 1,,
6637,80177 - חשבון אינפיניטסימלי לתלמידי הנדסה ומדעים - תשף - שעור א,2019,Semester 1,2019-20 -> 80177 Calculus for Engineering and science students,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%22a98d3233-b9d4-4907-acca-aade00b1bd8c%22
6663,חשבון אינפיניטסימלי לתלמידי הנדסה ומדעים - תשעט - 80177,2018,Semester 2,2018-19 -> 80177 Calculus for Engineering and science students,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%22b351a0a6-3fc1-4f62-9e0b-abe400bfb725%22
6696,80177 - חשבון אינפיניטסמלי - תשעח,2017,Semester 2,,
6731,80177 - חשבון אינפיניטסמלי - תשעז,2016,Semester 2,,
6762,77148 -  ותרג דפיסיקה כללית - מכניקה לתלמידי ביולוגיה - תשף - שעור א,2019,Semester 1,2019-20 -> 77148 General Physics - Mechanics - For Biology students,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%22b73fb379-e138-40af-b8e0-aadf00940d1c%22
6798,77148 - פיסיקה כללית - מכניקה לתלמידי ביולוגיה - תשף - תרג א,2019,Semester 1,2019-20 -> 77148 General Physics - Mechanics - For Biology students,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%22b73fb379-e138-40af-b8e0-aadf00940d1c%22
6812,77148 פיסיקה כללית - מכניקה לתלמידי ביולוגיה  תשעט,2018,Semester 1,2018-19 -> 77148 General Physics - Mechanics - For Biology students,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%22f1bf4aa9-8b47-4d43-86ba-abe400be147e%22
6841,77148 פיסיקה כללית - מכניקה לתלמידי ביולוגיה  תשעח,2017,Semester 1,,
6890,77148 פיסיקה כללית - מכניקה לתלמידי ביולוגיה  תשעז,2016,Semester 1,,
6891,77148 - תרגול פיסיקה כללית - מכניקה לתלמידי ביולוגיה - תשעז,2015,Semester Summer,,
6918,77148 - תרגול פיסיקה כללית - מכניקה לתלמידי ביולוגיה - תשעו,2015,Semester 1,,
6921,77148 - פיסיקה כללית - מכניקה לתלמידי ביולוגיה - תשעו,2014,Semester Summer,,
6941,77188 - מכניקה לתלמידי מדעים ביו רפואיים - תשף - שעור א,2019,Semester 1,2019-20 -> 77188 Mechanics for Bio-Med. Stud.,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%2256176870-f1bc-4583-83bc-aadf00941d9c%22
6969,77188 מכניקה לתלמידי מדעים ביו רפואיים - תשעט.,2018,Semester 1,2018-19 -> 77188 Mechanics for Bio-Med. Stud.,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%220f8ae0f4-be15-4bba-be38-abe400be1deb%22
6997,77188 מכניקה לתלמידי מדעים ביו רפואיים - תשעח ר.פ.,2017,Semester 1,,
7033,77188 מכניקה לתלמידי רפואה צמרת שיניים כללית- תשעז ר.פ.,2015,Semester Summer,,
7076,77188 - יב  - מכניקה לתלמידי רפואה רפואה-צמרת רפואת שיניים ומדעים ביו רפואיים  - תשעו,2014,Semester Summer,,
7092,77188 - רפ  - מכניקה לתלמידי רפואה רפואה-צמרת רפואת שיניים ומדעים ביו רפואיים  - תשעו,2014,Semester Summer,,
7109,77303 - מכניקה אנליטית - תשף - שעור א,2019,Semester 1,2019-20 -> 77303 Analytical Mechanics,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%224552d426-ad04-4588-bd1a-aadf00942ccd%22
7135,77303 - מכניקה אנליטית - תשף - תרג ד,2019,Semester 1,2019-20 -> 77303 Analytical Mechanics,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%224552d426-ad04-4588-bd1a-aadf00942ccd%22
7145,77303 - מכניקה אנליטית - תשעט,2018,Semester 1,2018-19 -> 77303 Analytical Mechanics,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%229ad48c04-a331-4785-8ef4-abe400be2a5d%22
7184,77303 - מכניקה אנליטית - תשעח,2017,Semester 1,,
7236,77303 תרגול - מכניקה אנליטית - תשעח,2017,Semester 1,,
7257,77303 - מכניקה אנליטית - תשעז,2015,Semester Summer,,
7296,77303 - מכניקה אנליטית - תשעו,2014,Semester Summer,,
7314,77313 - משוואות של פיסיקה מתמטית - תשף - שעור א,2019,Semester 1,2019-20 -> 77313 Equations of Mathematical Physics,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%223be90074-f211-481f-aa59-aadf00944247%22
7341,77313 - משוואות של פיסיקה מתמטית - תשף - תרג א,2019,Semester 1,2019-20 -> 77313 Equations of Mathematical Physics,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%223be90074-f211-481f-aa59-aadf00944247%22
7355,77313 - משוואות של פיסיקה מתמטית - תשף - תרג ב,2019,Semester 1,2019-20 -> 77313 Equations of Mathematical Physics,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%223be90074-f211-481f-aa59-aadf00944247%22
7367,77313 - משוואות של פיסיקה מתמטית - תשף - תרג ד,2019,Semester 1,2019-20 -> 77313 Equations of Mathematical Physics,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%223be90074-f211-481f-aa59-aadf00944247%22
7380,77313 - משוואות של פיסיקה מתמטית - תשעט,2018,Semester 1,2018-19 -> 77313 Equations of Mathematical Physics,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%2227dbaab0-b20f-4f16-b1f8-abe400be3a64%22
7452,77313 - משוואות של פיסיקה מתמטית - תשעח,2017,Semester 1,,
7505,77313 - תרגול - משוואות של פיסיקה מתמטית - תשעח,2017,Semester 1,,
7529,77313 - משוואות של פיסיקה מתמטית - תשעז,2015,Semester Summer,,
7561,77313 - משוואות של פיסיקה מתמטית - תשעו,2015,Semester 1,,
7591,69303 - כימיה אי אורגנית - תשף - שעור א,2019,Semester 1,2019-20 -> 69303 INORGANIC CHEMISTRY,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%22e0168515-6b71-4a41-90bb-aadf008f9bf7%22
7621,69303 - כימיה אי אורגנית - תשעט,2018,Semester 1,2018-19 -> 69303 INORGANIC CHEMISTRY,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%223a475089-16f3-4fac-9fe2-abe400b448e5%22
7646,69303 - כימיה אי אורגנית - תשעח,2017,Semester 1,,
7696,69303 - כימיה אי אורגנית - תשעז,2015,Semester Summer,,
7738,69303 - כימיה אי אורגנית - תשעו,2014,Semester Summer,,
7760,72334 - מבוא למדעי הצמח - תשף - שעור א,2019,Semester 1,2019-20 -> 72334 INTRODUCTION TO PLANT SCIENCE,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%22d78a7c19-c3aa-4eb6-972f-aadf008f70cc%22
7785,72334 -  מבוא למדעי הצמח - תשעט,2018,Semester 1,2018-19 -> 72334 INTRODUCTION TO PLANT SCIENCE,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%22fd20444b-2dca-4f86-9923-abe400ba86a5%22
7813,72334 -  מבוא למדעי הצמח - תשעח,2017,Semester 1,,
7834,72334 -  מבוא למדעי הצמח - תשעז,2016,Semester 1,,
7846,80517 - תורת המידה - תשף - שעור א,2019,Semester 1,2019-20 -> 80517 MEASURE THEORY,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%22f584779e-f1f5-4bd9-8025-aadf00ae7ca0%22
7874,80517 - תורת המידה - תשף - תרג א,2019,Semester 1,2019-20 -> 80517 MEASURE THEORY,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%22f584779e-f1f5-4bd9-8025-aadf00ae7ca0%22
7888,80517 - תורת המידה - תשעט,2018,Semester 1,2018-19 -> 80517 MEASURE THEORY,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%22cb768944-ff1d-4d2f-8dc7-abe400c010d3%22
7929,80517 - תורת המידה - תשעח,2017,Semester 1,,
7970,80517 - תורת המידה - תשעז,2016,Semester 1,,
8005,80517 - תורת המידה - תשעו,2015,Semester 1,,
8046,80315 - חשבון אינפיניטסימלי מתקדם 1 - תשף - שעור א,2019,Semester 1,2019-20 -> 80315-1 ADVANCED INFINITESIMAL CALCULUS (1) - 1,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%227734f12d-95c5-4306-adca-aade00b1f85f%22
8061,80315 - חשבון אינפיניטסימלי מתקדם 1 - תשף - תרג א,2019,Semester 1,2019-20 -> 80315-1 ADVANCED INFINITESIMAL CALCULUS (1) - 1,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%227734f12d-95c5-4306-adca-aade00b1f85f%22
8081,אינפיטיסימלי מתקדם 1 - דניאל הופנר - תשעט - סמסטר ב - 80315,2018,Semester 2,2018-19 -> 80315-2 ADVANCED INFINITESIMAL CALCULUS (1) - 2,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%227c2126dc-0a61-49e7-86f2-abe400bfe310%22
8093,אינפיטיסימלי מתקדם 1 - רז קופרמן - תשעט - סמסטר ב - 80315,2018,Semester 2,2018-19 -> 80315-2 ADVANCED INFINITESIMAL CALCULUS (1) - 2,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%227c2126dc-0a61-49e7-86f2-abe400bfe310%22
8106,אינפיטיסימלי מתקדם 1 - תשעט - סמסטר א - 80315,2018,Semester 1,2018-19 -> 80315-1 ADVANCED INFINITESIMAL CALCULUS (1) - 1,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%220653bed0-db24-4d5c-b173-abe400bfdfd4%22
8151,80315 חשבון אינפיניטסימלי מתקדם 1 - תשעח,2017,Semester 1,,
8211,80315 חשבון אינפיניטסימלי מתקדם 1 - תשעז,2016,Semester 1,,
8257,67865 - כלים מתמטיים במדעי המחשב - תשף - תרג א,2019,Semester 1,2019-20 -> 67865 MATHEMATICAL TOOLS IN COMPUTER SCIENCE,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%22ef0bf685-667c-441d-b3cf-aadf008eaf7e%22
8270,67865 - כלים מתמטיים במדעי המחשב - תשף - שעור א,2019,Semester 1,2019-20 -> 67865 MATHEMATICAL TOOLS IN COMPUTER SCIENCE,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%22ef0bf685-667c-441d-b3cf-aadf008eaf7e%22
8289,67865 כלים מתמטים במדעי המחשב- תשעט,2018,Semester 1,2018-19 -> 67865 MATHEMATICAL TOOLS IN COMPUTER SCIENCE,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%22553328ad-de6b-4b49-be8d-abe400b38959%22
8320,67865 כלים מתמטים במדעי המחשב- תשעח,2017,Semester 1,,
8357,67865 כלים מתמטים במדעי המחשב- תשעז,2016,Semester 1,,
8400,67865 כלים מתמטים במדעי המחשב- תשעה,2014,Semester 1,,
8403,67579 - סמינר מבוא למחקר במדעי המחשב ובהנדסה - תשף - סמ א,2019,Semester 1,2019-20 -> 67579 INTRODUCTION TO RESEARCH IN CSE SEMINAR,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%22d62619dd-6d95-48e1-8193-aadf008db70f%22
8419,67579 - סמינר מבוא למחקר במדעי המחשב ובהנדסה - תשעט,2018,Semester 1,2018-19 -> 67579 INTRODUCTION TO RESEARCH IN CSE SEMINAR,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%222cb9f840-0b01-46c9-b04f-abe400b2f584%22
8432,80302 - מבוא למחקר במתמטיקה - תשף - שעור א,2019,Semester 1,2019-20 -> 80302 Introduction to Mathematics research,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%221db0a777-383e-43f3-b3c8-aadf00ae066c%22
8445,80302 - מבוא למחקר במתמטיקה - תשעט,2018,Semester 1,2018-19 -> 80302 Introduction to Mathematics research,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%22921e1612-0074-4f9e-8e10-abe400bfc9ff%22
8458,80302 - מבוא למחקר במתמטיקה - תשעח,2017,Semester 1,,
8462,80302 - מבוא למחקר במתמטיקה - תשעז,2016,Semester 1,,
8465,67504 - אלגוריתמים - תשף - שעור א,2019,Semester 1,2019-20 -> 67504-1 ALGORITHMS - 1,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%2244fe2783-e3c2-4ff6-a155-aade00c41553%22
8492,67504 - אלגוריתמים - תשף - שעור ב,2019,Semester 1,2019-20 -> 67504-1 ALGORITHMS - 1,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%2244fe2783-e3c2-4ff6-a155-aade00c41553%22
8504,אלגוריתמים - תשעט - 67504,2018,Semester 2,2018-19 -> 67504-2 ALGORITHMS - 2,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%2241bbb377-e464-432c-9571-abe400b2ae8b%22
8544,67504 - אלגוריתמים - תשעט,2018,Semester 1,2018-19 -> 67504-1 ALGORITHMS - 1,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%229c80814e-6b09-4a0c-9ec8-abe400b2ab27%22
8602,67504 - אלגוריתמים - תשעח,2017,Semester 1,,
8677,67504 - אלגוריתמים - תשעז,2015,Semester Summer,,
8726,67504 - אלגוריתמים - תשעו,2015,Semester 1,,
8750,80420 - תורת ההסתברות 1 - תשף - שעור א,2019,Semester 1,2019-20 -> 80420 PROBABILITY THEORY (1),https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%225fbf6e11-8d16-461e-904d-aade00b33f9d%22
8764,80420 - תורת ההסתברות 1 - תשף - תרג ב,2019,Semester 1,2019-20 -> 80420 PROBABILITY THEORY (1),https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%225fbf6e11-8d16-461e-904d-aade00b33f9d%22
8780,80420 - תורת ההסתברות - תשעט,2018,Semester 1,2018-19 -> 80420 PROBABILITY THEORY (1),https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%226b88bf76-5d0c-4f79-9cdb-abe400bfef59%22
8819,80420 - תורת ההסתברות - תשעח,2017,Semester 1,,
8883,80420 - תורת ההסתברות - תשעז,2016,Semester 1,,
8953,80420 - תורת ההסתברות - תשעו,2014,Semester Summer,,
8975,80420 - תורת ההסתברות תשעה,2014,Semester 1,,
8986,80114 - מתמטיקה שימושית 1 - תשף - שעור ב,2019,Semester 1,2019-20 -> 80114 Mathematical Methods I,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%22c149c1f4-09c8-4c15-946c-aade00b3c9a7%22
9025,80114 - מתמטיקה שימושית 1 - תשף - שעור א,2019,Semester 1,2019-20 -> 80114 Mathematical Methods I,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%22c149c1f4-09c8-4c15-946c-aade00b3c9a7%22
9051,80114 - מתמטיקה שימושית - תשעט,2018,Semester 1,2018-19 -> 80114 Mathematical Methods I,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%22c2dc03c6-e3a3-4248-8bca-abe400bf7b10%22
9125,80114 - מתמטיקה שימושית - תשעח,2017,Semester 1,,
9216,80114 - מתמטיקה שימושית - תשעז,2015,Semester Summer,,
9325,80114 - מתמטיקה שימושית - תשעו,2014,Semester Summer,,
9380,72128 - מבוא לביולוגיה של האורגניזם - תשף - שעור א,2019,Semester 1,2019-20 -> 72128 -Introduction to Biology and Evolution of Organisms,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%220487ce6f-2942-481f-b9d7-aadf008f2e52%22
9393,72128 - מבוא לביולוגיה של האורגניזם - תשעח,2017,Semester 1,,
9402,72128 - מבוא לביולוגיה של האורגניזם - תשעט,2018,Semester 1,2018-19 -> 72128 -Introduction to Biology and Evolution of Organisms,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%22358d5701-4944-43a0-8e16-abe400ba4d8b%22
9415,77142 - חשמל וגלים לתלמידי רפואה ורפוש - תשף - שעור א,2019,Semester 1,2019-20 -> 77142 Basic electromagnetic and wave theory for Med. students,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%22769b9105-dea1-43da-b863-aadf009408b4%22
