,COURSE_NAME,COURSE_YEAR,COURSE_SEMESTER,FOLDER_NAME,FOLDER_URL
17244,פונקציות מורכבות ושימושיהן - תשעט - 80314,2018,Semester 2,2018-19 -> 80314 COMPLEX VARIABLES AND APPLICATIONS,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%2262bafcd4-1d23-4605-9c02-abe400bfdc91%22
17257,80314 - פונקציות מרוכבות ושימושיהן תשעח,2017,Semester 2,,
17299,80314 - פונקציות מרוכבות ושימושיהן תשעז,2016,Semester 1,,
17302,80314 - פונקציות מרוכבות ושימושיהן תשעו,2015,Semester 2,,
17315,כימיה אורגנית לתלמידי ביולוגיה - תשעט - 69166,2018,Semester 2,2018-19 -> 69166 ORGANIC CHEMISTRY FOR BIOLOGY STUDENTS,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%22fd8af702-191f-4c13-a19f-abe400b42eb6%22
17353,69166 - כימיה אורגנית לתלמידי ביולוגיה - תשעז,2016,Semester 1,,
17384,69166 - כימיה אורגנית לתלמידי ביולוגיה - תשעח,2017,Semester 2,,
17410,69166 - כימיה אורגנית לתלמידי ביולוגיה - תשעו,2014,Semester Summer,,
17447,מבוא לגנטיקה - 72155 - תשעט,2018,Semester 2,2018-19 -> 72155 GENERAL GENETICS A,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%228affbf1f-8559-4271-82cf-abe400ba6a8c%22
17474,72155  מבוא לגנטיקה - תשעח,2017,Semester 2,,
17491,72155  מבוא לגנטיקה - תשעז,2016,Semester 2,,
17526,72155  מבוא לגנטיקה - תשעו,2015,Semester 2,,
17562,חד פעמי 55832 ניהול פיננסי,2018,Semester 2,"2018-19 -> 55832-1 Financial Management, 1 -  Kremer",https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%22f0ffc33d-0722-4ee2-97c8-abe4009df4b0%22
17565,חד פעמי 55832,2017,Semester 2,,
17566,71079 ביוכימיה למדעי החקלאות תשעט,2018,Semester 2,2018-19 -> 71079 BIOCHEMISTRY,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%22ff9eb5bc-0827-4ff7-beae-abe400b66f68%22
17594,71251-2 מבוא להיסטוריה ולפילוסופיה של המדע תשעט,2018,Semester 2,"2018-19 -> 71251-1 INTRO. TO HISTORY AND PHILOSOPHY OF SCIENCE, 1 -  Kupfer",https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%22d48a6fa0-2665-46ff-a2ff-abe400b776e1%22
17607,71251 מבוא להיסטוריה ולפילוסופיה של המדע תשעט,2018,Semester 1,"2018-19 -> 71251-2 INTRO. TO HISTORY AND PHILOSOPHY OF SCIENCE, 2 -  Kupfer",https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%2276d3523b-cbe0-43ba-ba7c-abe400b779da%22
17621,71251 מבוא להיסטוריה ולפילוסופיה של המדע תשעח סמ ב,2017,Semester 2,,
17634,71251 מבוא להיסטוריה ופילוסופיה של המדע תשעח,2017,Semester 1,,
17648,71251 מבוא להיסטוריה ופילוסופייה של המדע תשעז,2016,Semester 2,,
17653,71251 מבוא להיסטורייה ופילוסופיה  של תשעז,2016,Semester 1,,
17671,71530 אקולוגיה כללית תשעט,2018,Semester 2,2018-19 -> 71530 ECOLOGY,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%22226dc941-eb28-41b5-81e3-abe400b8a4ba%22
17685,71530 אקולוגיה כללית תשעח ,2017,Semester 2,,
17699,71530 אקולגיה כללית תשעז,2016,Semester 2,,
17714,71044 ביולוגיה של הצמח תשעט,2018,Semester 2,2018-19 -> 71044 PLANT BIOLOGY,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%229a409bd2-110e-489b-ae31-abe400b5fea5%22
17725,71044 ביולגיה של הצמח תשעז,2016,Semester 2,,
17739,65324 נורויאדוקרינולגיה של תזונות האדם תשעז,2016,Semester 2,,
17754,65324 נוירואנדוקרינולוגיה של תזונת האדם תשעט,2018,Semester 2,2018-19 -> 65324 NEUROENDOCRINOLOGY OF HUMAN NUTRITION,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%2243288779-d3bd-4492-9ca6-abe400b04540%22
17768,71702 כלכלת משאבי הטבע תשעט,2018,Semester 2,2018-19 -> 71702 NATURAL RESOURCE ECONOMICS,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%22665a3354-ed97-4b31-b340-abe400b8e8ef%22
17780,71702 כלכלת משאבי טבע תשעח,2017,Semester 2,,
17794,71702 כלכלה ומשאבי הטבע תשעז,2016,Semester 2,,
17795,73922 גידולי ירקות למתקדמים תשעט,2018,Semester 2,2018-19 -> 73922 ADVANCES IN VEGETABLE PRODUCTION,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%22c5b6ac85-de2d-4536-bd81-abe400bb8fdf%22
17797,פיזיולוגיה מורחב - 72343 - תשעט,2018,Semester 2,2018-19 -> 72343 PHYSIOLOGY: ADVANCED LEVEL,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%22322c71a5-57f1-4c09-a143-abe400ba961b%22
17857,מבוא לפיסיקה לתלמידי ביולוגיה חישובית - 72154 - תשעט,2018,Semester 2,2018-19 -> 72154 Introductory course in Physics for biology students,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%22ba4d356d-c6b4-40b4-beda-abe400ba6794%22
17885,72154 - מבוא לפיסיקה לתלמידי ביולוגיה חישובית - תשעח,2017,Semester 2,,
17909,מבוא לחישוב קוונטי - תשעט - 67596,2018,Semester 2,2018-19 -> 67596 INTRODUCTION TO QUANTUM COMPUTATION,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%22d7b45570-d069-40e0-8fe8-abe400b2fbb0%22
17920,58535 מומ לשלום עט ב,2018,Semester 2,2018-19 -> 58535 NEGOTIATING MIDDLE EAST PEACE,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%228ade11c2-a2f1-4655-9bc8-abe400a215fc%22
17921,56134 קולנוע עט ב,2018,Semester 2,2018-19 -> 56134 Cinema and Politics,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%2205a30beb-2c51-47c9-8da1-abe4009f80d0%22
17924,58111 מבוא יחבל עט ב ,2018,Semester 2,2018-19 -> 58111 INTRODUCTION TO INTERNATIONAL RELATIONS - Part 2,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%22f4c901ba-db40-4fef-866b-abe400a18bba%22
17928,58111  עח-2מבוא ליחבל,2017,Semester 2,,
17948,49601 דיני סביבה עט ב,2018,Semester 2,2018-19 -> 49601 ENVIRONMENTAL LAW,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%22f24ef4eb-c0c3-4e85-ac9f-abe200dd0f5f%22
17970,49601 דיני סביבה עח-2,2017,Semester 2,,
18002,49601 דיני סביבה עז,2016,Semester 2,,
18027,49601 דיני סביבה ב עו,2015,Semester 2,,
18031,40303בדווים בישראל עט ב,2018,Semester 2,"2018-19 -> 40303 Nomadism, religion and state: Bedouins in Israel and the Middle East in geographical and historical",https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%224a0e1ee9-733f-4db7-a12e-abe200d36a1f%22
18032,הסתברות ושימושיה לתלמידי הנדסה - 80313 - תשעט,2018,Semester 2,,
18034,80313 - הסתברות ושימושיה לתלמידי הנדסה - תשעח,2017,Semester 2,,
18048,80313 - הסתברות ושימושיה לתלמידי הנדסה - תשעז,2016,Semester 2,,
18072,מבוא למערכות לינאריות - 67310 - תשעט,2018,Semester 2,2018-19 -> 67310 INTRODUCTION TO LINEAR SYSTEMS,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%2225ee33aa-72a8-4c77-9da8-abe400b283f3%22
18086,67310 מבוא למערכות לינאריות - תשעח,2017,Semester 2,,
18107,67310 מבוא למערכות לינאריות - תשעז,2016,Semester 2,,
18129,67310 מבוא למערכות לינאריות - תשעו,2014,Semester 2,,
18161,מבוא למערכת לומדת - תשעט - 67577,2018,Semester 2,2018-19 -> 67577 INTRODUCTION TO MACHINE LEARNING,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%22a08bbf7e-29b9-41c3-8a54-abe400b2f242%22
18208,67577 - מבוא למערכות לומדות - תשעח,2017,Semester 2,,
18232,67577 - מבוא למערכות לומדות - תשעז,2016,Semester 2,,
18243,67842 - מבוא לבינה מלאכותית - תשעט,2018,Semester 2,2018-19 -> 67842 INTRODUCTION TO ARTIFICIAL INTELLIGENCE,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%22aab3107f-84ce-4deb-a0bf-abe400b36ce6%22
18268,67842 - מבוא לבינה מלאכותית - תשעח,2017,Semester 2,,
18279,67842 - מבוא לבינה מלאכותית - תשעו,2015,Semester 1,,
18299,כימיה אי אורגנית ג - תשעט - 69605,2018,Semester 2,2018-19 -> 69605 INORGANIC CHEMISTRY C,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%22689b7107-021b-4424-a215-abe400b47a74%22
18311,69605 - כימיה אי אורגנית ג - תשעח,2017,Semester 2,,
18324,69605 - כימיה אי אורגנית ג תשעז,2016,Semester 2,,
18340,69605 - כימיה אי אורגנית ג תשעו,2015,Semester 2,,
18351,כימיה אורגנית ג - תשעט - 69667,2018,Semester 2,2018-19 -> 69667 ORGANIC CHEMISTRY C,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%2249ff212c-955d-42aa-8ffa-abe400b4a2f5%22
18386,69667 - כימיה אורגנית ג - תשעח,2017,Semester 2,,
18415,69667 - כימיה אורגנית ג תשעז,2016,Semester 2,,
18450,69667 - כימיה אורגנית ג תשעו,2015,Semester 2,,
18485,פענוח מבנה מולקולרי בעזרת ספקטרה - תשעט - 69639,2018,Semester 2,2018-19 -> 69639 Molecular structure determination by spectral st,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%221df5efe0-2cee-4fc5-884a-abe400b49d21%22
18501,69639 - פענוח מבנה מולקולרי בעזרת ספקטרה - תשעח,2017,Semester 2,,
18535,עקרונות מדע הפולימרים - תשעט - 69900,2018,Semester 2,2018-19 -> 69900 עקרונות מדע הפולימרים,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%221d1fe00f-397b-4fdf-8b3e-abe400b4d79b%22
18562,83102 - סדנת השלמה בהסתברות וסטטיסטיקה לתלמידי הנדסה - תשעט,2018,Semester 2,2018-19 -> 83102 PROBABILITY AND STATISTICS WORKSHOP FOR ENGINEERING,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%22ee95ccff-1789-4a0c-a9e3-abe400c1b9b7%22
18568,קומבינטוריקה - 80520 - תשעט,2018,Semester 2,2018-19 -> 80520 COMBINATORICS,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%221aa72572-a93a-4fee-8e68-abe400c016a0%22
18599,80520 - קומבינטוריקה - תשעז,2016,Semester 2,,
18643,כימיה כללית לתלמידי פיסיקה - תשעט - 69322,2018,Semester 2,2018-19 -> 69322 GENERAL CHEMISTRY FOR PHYSICS STUDENTS,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%22d8dfd002-6ae4-4e99-9b2e-abe400b45e4f%22
18657,מבוא לתהליכים מקריים - 80737 -תשעט,2018,Semester 2,2018-19 -> 80737 Introduction to Stochastic Processes,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%22804e0dd5-be56-4d3b-9990-abe400c07169%22
18684,80737 - מבוא לתהליכים מקריים - תשעח,2017,Semester 2,,
18698,שיטות אנליטיות למדעי הקוגניציה - תשעט - 6117,2018,Semester 2,2018-19 -> 6117 ANALYSIS FOR COGNITIVE SCIENCE,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%22d539a216-798a-4561-a25b-abe400a4f7b5%22
18726,6117 - שיטות אנליטיות למדעי הקוגניציה - תשעח,2017,Semester 2,,
18760,6117 - שיטות אנליטיות למדעי הקוגניציה - תשעז,2016,Semester 1,,
18762,6117 - שיטות אנליטיות למדעי הקוגניציה - תשעו,2014,Semester Summer,,
18788,6117 שיטות אנליטיות למדעי הקוגניציה - תשעה,2014,Semester 1,,
18804,המצב המעובה אינטראקציות וארגון סופראמולקולרי - תשעט - 69512,2018,Semester 2,2018-19 -> 69512 CONDENSED MATTER:Interactions and Supramolecular,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%221810fa97-6c54-4ad4-8323-abe400b46e1b%22
18833,נושאים בביופיסיקה א - תשעט - 69619,2018,Semester 2,2018-19 -> 69619 TOPICS IN BIOPHYSICS A,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%2225585ce9-581f-4464-82bb-abe400b48d98%22
18867,69619 - נושאים בביופיסיקה א - תשעח,2017,Semester 2,,
18889,שיטות קירוב ושיערוך בבעיות פיזיקליות - 77412 - תשעט,2018,Semester 2,2018-19 -> 77412 Order of Magnitude in Physics Problems,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%2202bde64f-21d1-42a2-b80c-abe400be5c4e%22
18903,77412 - שיטות קירוב ושיערוך בבעיות פיסיקליות -תשעח,2017,Semester 2,,
18914,77412 - שיטות קירוב ושיערוך בבעיות פיסיקליות תשעז,2016,Semester 2,,
18915,פיסיקה של המצב המוצק - תשעט - 77602,2018,Semester 2,2018-19 -> 77602 Solid State Physics,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%224d852ac5-3d99-4feb-88bd-abe400be7b8e%22
18956,77602 - פיסיקה של המצב המוצק - תשעח,2017,Semester 2,,
19003,77602 - פיסיקה של המצב המוצק תשעז,2016,Semester 1,,
19035,77602 - פיסיקה של המצב המוצק תשעו,2015,Semester 2,,
19070,מעברי פזה ותופעות קריטיות - תשעט - 77991,2018,Semester 2,2018-19 -> 77991 PHASE TRANSITIONS AND CRITICAL PHENOMENA,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%22d8e97ac7-fcbc-4dff-8ac4-abe400bf020e%22
19114,מבוא לקשר כימי - תשעט - 69311,2018,Semester 2,2018-19 -> 69311 INTRODUCTION TO THE CHEMICAL BOND,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%22ac2dfc1f-f911-4be0-9064-abeb00d13634%22
19142,69311 - מבוא לקשר כימי תשעח,2017,Semester 2,,
19170,69311 מבוא לקשר כימי - תשעז,2016,Semester 1,,
19213,69311 מבוא לקשר כימי - תשעה,2014,Semester 2,,
19261,71048 מבוא למדעי הצמח אנטומיה של צמחי הזרע תשעט,2018,Semester 2,2018-19 -> 71048 INTRODUCTION TO PLANT SCIENCE-PLANT ANATOMY,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%22bfd67064-f390-4114-a7c2-abe400b604bd%22
19274,71048 אנטומיה של צמחי הזרע תשעח,2017,Semester 2,,
19287,71478 יסודות בטוקסיקולוגיה ופרמקולוגיה תשעט,2018,Semester 2,2018-19 -> 71478 PRINCIPALS IN TOXICOLOGY AND PHARMACOLOGY,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%22bc5f406a-1865-4ee7-9a99-abe400b860f8%22
19300,71478 יסודות בטוקסיקולוגיה ובפרמולוגיה תשעח,2017,Semester 2,,
19312,71478 יסודות בטוקסיקולוגיה ובפרמלוגיה תשעז ,2016,Semester 2,,
19329,71413 מיקרוביולוגיה וסניטציה של מזון תשעט,2018,Semester 2,2018-19 -> 71413 FOOD MICROBIOLOGY AND HYGIENE,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%226bb0d0bc-4547-4005-aab5-abe400b7ed89%22
19342,שיטות אנליטיות אינסטרומנטליות בגיאוללוגיה ומדעי הסביבה - תשעט - 70546,2018,Semester 2,2018-19 -> 70546 Instrumental methods for chemical analysis in geology and environmental sciences.,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%22a86254df-5cef-4a11-bd1d-abe400b552a5%22
19355,הידרולוגיה של מי תהום - תשעט - 70910,2018,Semester 2,2018-19 -> 70910 groundwater Hydrology,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%221977dffb-f3f1-4c5c-91fd-abe400b5996b%22
19386,שינויים אקלימיים - 82508 - תשעט,2018,Semester 2,2018-19 -> 82508 CLIMATIC CHANGES,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%2246fec059-8e00-44e8-979a-abe400c15e17%22
19400,82508 - שינויים אקלימיים - תשעח,2017,Semester 2,,
19419,סמינריון לתלמידי מוסמך במדעי האטמוספרה ואוקיינוגרפיה 2 - 82853 - תשעט,2018,Semester 2,2018-19 -> 82853 Seminar for Graduate Students in Atmospheric Sciences and Oceanography II,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%22f9d56ede-9468-4f04-a167-abe400c193a3%22
19433,71445 מבוא למדעי המזון עקרונות ותהליכים תשעט,2018,Semester 2,2018-19 -> 71445 INT. TO FOOD SCIENCE - PRINCIPLES & PROCESSES,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%22f4891473-aef9-4afd-873c-abe400b8280f%22
19448,65322 דיאטטיקה ב תשעט,2018,Semester 2,2018-19 -> 65322 DIETETICS (B),https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%226c15dbec-f192-42a7-a731-abe400b03efd%22
19458,65322 דיאטטיקה ב תשעח,2017,Semester 2,,
19471,71449 יסודות בקרת הפריחה תשעט,2018,Semester 2,2018-19 -> 71449 physiology and molecular biology of flowering,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%224692f0b1-0b32-4605-969e-abe400b83452%22
19482,71449 יסודות בקרת הפריחה תשעח,2017,Semester 2,,
19495,71449 יסודות בקרת הפריחה דודו וייס תשעז,2016,Semester 2,,
19514,test shidur 9a to 3401,2018,Semester 2,2018-19 -> 34015 A DIDACTIC SEMINAR - CIVIC STUDIES AND SOCIAL SCIENCES TEACHING,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%22d5d4e160-d336-4cb2-8de1-abe100e6be30%22
19523,Test live 3401to9A ,2012,Semester 1,,
19565,3401 TEST,2012,Semester 1,,
19613,test shidur from 9a to 502 and 3401,2017,Semester 1,,
19633,TEST_LIVE_9a_502_3401,2016,Semester 1,,
19644,3401Test2014,2014,Semester 1,,
19649,test-9A to 3401,2013,Semester 2,,
19656,סוגיות בגנטיקה - 72133 - תשעט,2018,Semester 2,2018-19 -> 72133 Topics im Genetics,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%2293b89aa7-b734-4e99-9230-abe400ba53b8%22
19678,72133 - סוגיות בגנטיקה - תשעח,2017,Semester 2,,
19693,57509 אלגברה ליניארית עט,2018,Semester 2,,
19695,71742 תורת הרווחה תשעט,2018,Semester 1,2018-19 -> 71742 WELFARE THEORY,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%22782d1027-c3f9-4b05-8068-abe400b92ff6%22
19696,77130 - פיסיקה כללית - מכניקה לתלמידי כימיה וכדהא - תשעט,2018,Semester 1,2018-19 -> 77130 General Phys.- Mechanics For Chem. & Earth Students,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%226d4368d6-a0ea-4a8d-94f4-abe400be0452%22
19711,67298 - מבוא לממשק אדם מחשב - תשעט,2018,Semester 1,2018-19 -> 67298 INTRODUCTION TO HUMAN COMPUTER INTERACTION,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%223294849e-946b-4b04-826e-abe400b280c5%22
19722,67298 - מבוא לממשק אדם מחשב - תשעח,2017,Semester 1,,
19723,67103 - מבוא לרשתות עצביות - תשעט,2018,Semester 1,2018-19 -> 67103 INTRODUCTION TO NEURAL NETWORKS,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%2270e8af60-b6f9-40ea-ab69-abe400b25bda%22
19735,70515 - משאבי המים בישראל  - תשעט,2018,Semester 1,2018-19 -> 70515 WATER RESOURCES OF ISRAEL,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%22e5e12f47-a9d9-40a7-b5af-abe400b54c23%22
19747,55797 סטטיסטיקה למנהל עסקים,2018,Semester 1,"2018-19 -> 55797-1 Statistices for Business Administration, 1 -  Zouari",https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%227a922fca-d1ec-4318-8789-abe4009d9c2c%22
19760,83861 - אלקטרואופטיקה קוונטית א פיסיקת הלייזרים - תשעט,2018,Semester 1,2018-19 -> 83861 LASER PHYSICS,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%22d28c7034-b4ee-47ba-b99d-abe400c2069c%22
19773,מורי החוג לגנטיקה מציגים את עבודתם - תשעט - 88842,2018,Semester 1,2018-19 -> 88842 DEPARTMENTAL RESEARCH PRESENTATION,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%223e07ed9f-9b95-4c91-a271-abe400d03575%22
19786,71043-1 יסודות הסטטיסטיקה ותכנון ניסויים תשעט,2018,Semester 1,2018-19 -> 71043 STATISTICAL PRINCIPLES AND EXPERIMENTAL DESIGN,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%22ec70904b-3e0f-4424-8af3-abe400b5fb64%22
19815,71043-2 יסודות הסטטיסטיקה ותכנון ניסויים תשעח,2017,Semester 2,,
19840,71043-2 יסודות הסטטיסטיקה ותכנון ניסויים תשעז ,2016,Semester 2,,
19866,71043-1 יסודות סטטיסטיקה ותכנון ניסויים תשעז,2016,Semester 1,,
19889,69135 - מבוא לכימיה לתלמידי רוקחות וכדהא - תשעט,2018,Semester 1,2018-19 -> 69135 Introduction To Chemistry For Pharmacy & Earth Sciences,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%22747c27c2-725e-47f6-840b-abe400b42202%22
19917,67938 - תורת הלמידה - תשעט,2018,Semester 1,2018-19 -> 67938 LEARNING THEORY,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%22d74ff526-243c-4024-a40c-abe400b3c3ff%22
19946,67938 - תורת הלמידה - תשעח,2017,Semester 2,,
19971,80187 - מתמטיקה דיסקרטית לתלמידי הנדסה - תשעט,2018,Semester 1,2018-19 -> 80187 Discrete Mathematics for Engineering and Science students,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%228ce7a93b-4390-4b5e-9ac0-abe400bfc06a%22
19999,80187 - מתמטיקה דיסקרטית לתלמידי הנדסה - תשעח,2017,Semester 1,,
20036,80187 - מתמטיקה דיסקרטית לתלמידי הנדסה - תשעז,2016,Semester 2,,
20037,69118 - כימיה אורגנית לתלמידי מדעים ביורפואיים - תשעט,2018,Semester 1,2018-19 -> 69118 Organic Chemistry Bio-Medical Sciences.,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%229e5b5774-72e9-4edc-8fbb-abe400b40d4b%22
20040,67829 - עיבוד ספרתי של תמונות - תשעט,2018,Semester 1,2018-19 -> 67829 IMAGE PROCESSING,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%221ece2c1e-86be-4f55-9741-abe400b35dcb%22
20084,67829 - עיבוד ספרתי של תמונות - תשעח,2017,Semester 1,,
20130,67829 - עיבוד ספרתי של תמונות - תשעז,2016,Semester 1,,
20163,69174 - כימיה כללית לתלמידי ביולוגיה - תשעט,2018,Semester 1,2018-19 -> 69174 GENERAL CHEMISTRY FOR BIOLOGY STUDENTS,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%22c26360d8-9836-4d01-9a71-abe400b43c50%22
20192,69174 - כימיה כללית לתלמידי ביולוגיה - תשעח,2017,Semester 1,,
20224,69174 - כימיה כללית לתלמידי ביולוגיה - תשעז,2015,Semester Summer,,
20302,69174 - כימיה כללית לתלמידי ביולוגיה - תשעו,2014,Semester Summer,,
20325,67316 - סדנת תכנות C - תשעט,2018,Semester 1,2018-19 -> 67316 PROGRAMMING WORKSHOP IN C,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%22fb8e87fa-e700-48c8-853b-abe400b286fc%22
20336,67316 - סדנת תכנות C - תשעח,2017,Semester 1,,
20358,67316 - סדנת תכנות C - תשעז,2016,Semester 1,,
20374,67317 - סדנת תכנות CPP - תשעט,2018,Semester 1,2018-19 -> 67317 PROGRAMMING WORKSHOP IN C++,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%22f0a1525c-2840-4ac7-8c6b-abe400b28aa0%22
20403,67317 - סדנת תכנות CPP - תשעח,2017,Semester 1,,
20427,67317 - סדנת תכנות CPP - תשעז,2016,Semester 1,,
20450,67501 - מבוא ללוגיקה מתמטית לבעלי אוריינטציה תכנותית - תשעט,2018,Semester 1,2018-19 -> 67501 INTRODUCTION TO MATHEMATICAL LOGIC FOR PROGRAMMING-ORIENTED STUDENTS,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%22ed22316d-2bf3-4411-8917-abe400b2a80f%22
20480,80663 - תורת האינפורמציה - תשעט,2018,Semester 1,,
20498,80663 - תורת האינפורמציה - תשעח,2017,Semester 1,,
20499,89540 - טיפול בפסולת מוצקה - תשעט,2018,Semester 1,2018-19 -> 89540 Solid Waste Management,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%2251ea6904-c7c1-4b74-9e21-abe400d05e08%22
20512,89540 - טיפול בפסולת מוצקה - תשעח,2017,Semester 1,,
20522,89540 - טיפול בפסולת מוצקה - תשעז,2016,Semester 1,,
20533,89540 - טיפול בפסולת מוצקה - תשעו,2014,Semester Summer,,
20541,70311 - מבוא לגאוכימיה - תשעט,2018,Semester 1,2018-19 -> 70311 INTRODUCTION TO GEOCHEMISTRY,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%22dc0bf85c-7218-44ed-9cd5-abe400b51ae3%22
20570,70311 - מבוא לגאוכימיה - תשעח,2017,Semester 1,,
20612,70311 - מבוא לגאוכימיה - תשעז,2016,Semester 1,,
20638,51307שיטות סטטיסטיות עט,2018,Semester 1,2018-19 -> 51307 Methods in Psychological Research (B.A.),https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%22520d436f-83e4-4179-b2b8-abe40096ad58%22
20661,51307 שיטות סטטסיטיות עח,2017,Semester 1,,
20675,58309המלחמה הצודקת עט,2018,Semester 1,2018-19 -> 58309 JUST WAR: HISTORY AND THEORY,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%22b50ae804-2223-429c-b7cf-abe400a1ab7b%22
20677,58395שלום ביחבל עט,2018,Semester 1,2018-19 -> 58395 peace in international relations,https://huji.cloud.panopto.eu/Panopto/Pages/Sessions/List.aspx#folderID=%22c2b31149-94b7-42e9-a51e-abe400a1df9e%22
